lylty_card_nbr,lifestage,premium_customer,total_sales,total_units,transactions,avg_spend_per_txn,last_purchase,recency_days,frequency,monetary
7167,OLDER SINGLES/COUPLES,Premium,14.399999999999999,4,2,7.199999999999999,2019-01-07,174,2,14.399999999999999
7168,YOUNG SINGLES/COUPLES,Mainstream,16.6,4,2,8.3,2019-04-23,68,2,16.6
7169,YOUNG SINGLES/COUPLES,Mainstream,18.4,4,2,9.2,2019-06-28,2,2,18.4
7170,OLDER FAMILIES,Mainstream,32.9,7,4,8.225,2019-06-09,21,4,32.9
7171,MIDAGE SINGLES/COUPLES,Premium,47.2,10,5,9.440000000000001,2019-01-02,179,5,47.2
7172,RETIREES,Mainstream,45.3,11,6,7.55,2019-06-07,23,6,45.3
7173,MIDAGE SINGLES/COUPLES,Budget,52.2,12,6,8.700000000000001,2019-04-24,67,6,52.2
7174,RETIREES,Premium,69.4,14,7,9.914285714285715,2019-06-18,12,7,69.4
7175,OLDER FAMILIES,Budget,7.4,2,1,7.4,2018-11-30,212,1,7.4
7176,YOUNG SINGLES/COUPLES,Mainstream,30.4,6,3,10.133333333333333,2019-06-11,19,3,30.4
7177,RETIREES,Budget,22.6,5,3,7.533333333333334,2019-02-08,142,3,22.6
7178,OLDER SINGLES/COUPLES,Premium,37,8,4,9.25,2019-05-12,49,4,37
7179,RETIREES,Premium,54.400000000000006,12,6,9.066666666666668,2019-06-12,18,6,54.400000000000006
7180,NEW FAMILIES,Budget,41.2,10,5,8.24,2019-05-23,38,5,41.2
7181,RETIREES,Mainstream,23.299999999999997,6,4,5.824999999999999,2019-05-19,42,4,23.299999999999997
7182,RETIREES,Mainstream,37,8,4,9.25,2019-06-14,16,4,37
7183,OLDER SINGLES/COUPLES,Budget,26.8,7,4,6.7,2018-12-22,190,4,26.8
7184,OLDER SINGLES/COUPLES,Budget,40.6,8,4,10.15,2019-03-29,93,4,40.6
7185,YOUNG SINGLES/COUPLES,Mainstream,13.2,4,2,6.6,2019-02-15,135,2,13.2
7186,OLDER FAMILIES,Budget,16.4,4,2,8.2,2019-03-27,95,2,16.4
7187,RETIREES,Budget,49,10,6,8.166666666666666,2019-05-01,60,6,49
7188,YOUNG FAMILIES,Mainstream,41.199999999999996,11,6,6.866666666666666,2019-05-16,45,6,41.199999999999996
7189,NEW FAMILIES,Mainstream,37.4,8,4,9.35,2019-04-29,62,4,37.4
7190,OLDER FAMILIES,Premium,9.2,2,1,9.2,2018-12-03,209,1,9.2
7191,OLDER FAMILIES,Budget,16.799999999999997,4,2,8.399999999999999,2019-04-01,90,2,16.799999999999997
7192,OLDER SINGLES/COUPLES,Budget,29.4,7,4,7.35,2019-01-01,180,4,29.4
7193,RETIREES,Premium,29.2,6,3,9.733333333333333,2019-01-03,178,3,29.2
7194,YOUNG SINGLES/COUPLES,Mainstream,7.8,2,1,7.8,2019-02-09,141,1,7.8
7195,RETIREES,Premium,11.399999999999999,3,2,5.699999999999999,2019-03-31,91,2,11.399999999999999
7196,OLDER SINGLES/COUPLES,Budget,35.6,8,5,7.12,2019-03-26,96,5,35.6
7197,YOUNG FAMILIES,Mainstream,35.8,8,4,8.95,2019-06-03,27,4,35.8
7198,YOUNG SINGLES/COUPLES,Mainstream,44,10,5,8.8,2019-03-26,96,5,44
7199,YOUNG FAMILIES,Budget,27.4,6,3,9.133333333333333,2019-05-13,48,3,27.4
7200,YOUNG SINGLES/COUPLES,Mainstream,37.2,9,5,7.44,2019-05-15,46,5,37.2
7201,RETIREES,Budget,44.2,11,6,7.366666666666667,2019-05-14,47,6,44.2
7202,YOUNG SINGLES/COUPLES,Mainstream,20,4,2,10,2019-06-26,4,2,20
7203,RETIREES,Premium,29.6,7,4,7.4,2019-03-02,120,4,29.6
7204,RETIREES,Premium,33.6,6,3,11.200000000000001,2019-05-31,30,3,33.6
7205,RETIREES,Budget,36.6,8,4,9.15,2019-06-25,5,4,36.6
7206,YOUNG FAMILIES,Mainstream,20.6,4,2,10.3,2019-02-11,139,2,20.6
7207,RETIREES,Budget,42.2,10,5,8.440000000000001,2019-06-25,5,5,42.2
7208,RETIREES,Mainstream,4.3,1,1,4.3,2019-05-26,35,1,4.3
7209,YOUNG FAMILIES,Budget,58,14,7,8.285714285714286,2019-03-20,102,7,58
7210,RETIREES,Mainstream,19.8,5,3,6.6000000000000005,2019-06-09,21,3,19.8
7211,RETIREES,Premium,31.1,7,4,7.775,2018-10-17,256,4,31.1
7212,OLDER FAMILIES,Mainstream,18,4,2,9,2018-11-20,222,2,18
7213,OLDER SINGLES/COUPLES,Budget,32.8,8,4,8.2,2019-02-26,124,4,32.8
7214,RETIREES,Premium,53.400000000000006,12,6,8.9,2019-06-02,28,6,53.400000000000006
7215,MIDAGE SINGLES/COUPLES,Budget,42.3,9,5,8.459999999999999,2019-05-17,44,5,42.3
7216,OLDER SINGLES/COUPLES,Budget,42.4,10,6,7.066666666666666,2019-05-16,45,6,42.4
7217,OLDER SINGLES/COUPLES,Budget,25,6,3,8.333333333333334,2019-06-10,20,3,25
7218,RETIREES,Mainstream,31.2,8,4,7.8,2019-03-17,105,4,31.2
7219,RETIREES,Premium,67.5,16,9,7.5,2019-04-21,70,9,67.5
7220,RETIREES,Premium,38.2,10,6,6.366666666666667,2019-06-04,26,6,38.2
7221,OLDER SINGLES/COUPLES,Premium,25.4,6,3,8.466666666666667,2019-02-23,127,3,25.4
7222,OLDER SINGLES/COUPLES,Budget,55.6,13,7,7.942857142857143,2019-06-03,27,7,55.6
7223,RETIREES,Budget,15,4,2,7.5,2019-06-04,26,2,15
7224,RETIREES,Premium,58,14,7,8.285714285714286,2019-03-15,107,7,58
7225,OLDER SINGLES/COUPLES,Premium,42.6,10,4,10.65,2019-05-12,49,4,42.6
7226,RETIREES,Budget,21.8,5,3,7.266666666666667,2019-05-14,47,3,21.8
7227,YOUNG SINGLES/COUPLES,Premium,20.200000000000003,4,2,10.100000000000001,2019-03-08,114,2,20.200000000000003
7228,RETIREES,Budget,7.4,2,1,7.4,2019-03-26,96,1,7.4
7229,RETIREES,Budget,48.400000000000006,10,5,9.680000000000001,2019-04-14,77,5,48.400000000000006
7230,YOUNG FAMILIES,Premium,27,6,3,9,2019-06-29,1,3,27
7231,MIDAGE SINGLES/COUPLES,Premium,32,6,3,10.666666666666666,2019-04-03,88,3,32
7232,YOUNG SINGLES/COUPLES,Mainstream,43.800000000000004,10,5,8.760000000000002,2019-04-27,64,5,43.800000000000004
7234,OLDER FAMILIES,Mainstream,20.6,4,2,10.3,2019-05-30,31,2,20.6
7235,YOUNG SINGLES/COUPLES,Budget,56.400000000000006,12,6,9.4,2019-05-15,46,6,56.400000000000006
7236,OLDER SINGLES/COUPLES,Premium,43.6,10,5,8.72,2019-04-11,80,5,43.6
7237,YOUNG FAMILIES,Budget,43.4,9,5,8.68,2019-04-16,75,5,43.4
7238,YOUNG SINGLES/COUPLES,Mainstream,49.9,13,6,8.316666666666666,2019-05-30,31,6,49.9
7239,YOUNG SINGLES/COUPLES,Mainstream,15.2,4,2,7.6,2019-01-09,172,2,15.2
7240,RETIREES,Budget,32.4,8,4,8.1,2019-06-25,5,4,32.4
7241,OLDER FAMILIES,Premium,32.8,8,4,8.2,2019-01-30,151,4,32.8
7242,RETIREES,Premium,35.6,8,4,8.9,2019-05-21,40,4,35.6
7243,OLDER SINGLES/COUPLES,Budget,27.2,7,4,6.8,2019-06-29,1,4,27.2
7244,MIDAGE SINGLES/COUPLES,Premium,37.2,8,4,9.3,2019-05-10,51,4,37.2
7245,OLDER FAMILIES,Mainstream,27.400000000000002,7,4,6.8500000000000005,2019-06-06,24,4,27.400000000000002
7246,OLDER SINGLES/COUPLES,Budget,45.8,10,5,9.16,2019-03-31,91,5,45.8
7247,RETIREES,Mainstream,23.1,6,4,5.775,2019-06-03,27,4,23.1
7248,YOUNG SINGLES/COUPLES,Mainstream,28.400000000000002,6,3,9.466666666666667,2019-06-08,22,3,28.400000000000002
7250,MIDAGE SINGLES/COUPLES,Mainstream,42.6,10,5,8.52,2019-03-27,95,5,42.6
7251,YOUNG SINGLES/COUPLES,Mainstream,37.2,8,4,9.3,2019-04-07,84,4,37.2
7252,OLDER SINGLES/COUPLES,Budget,30,8,4,7.5,2019-05-02,59,4,30
7253,RETIREES,Budget,26.6,7,4,6.65,2019-04-20,71,4,26.6
7254,MIDAGE SINGLES/COUPLES,Mainstream,24.6,6,4,6.15,2019-03-24,98,4,24.6
7255,OLDER SINGLES/COUPLES,Mainstream,25.4,6,3,8.466666666666667,2019-03-27,95,3,25.4
7256,OLDER FAMILIES,Budget,7.4,2,1,7.4,2019-02-28,122,1,7.4
7257,YOUNG SINGLES/COUPLES,Budget,22.6,6,3,7.533333333333334,2019-02-27,123,3,22.6
7258,YOUNG FAMILIES,Mainstream,46.8,10,5,9.36,2019-06-09,21,5,46.8
7259,RETIREES,Mainstream,52.7,11,6,8.783333333333333,2019-05-19,42,6,52.7
7260,OLDER SINGLES/COUPLES,Mainstream,51.800000000000004,12,6,8.633333333333335,2019-06-10,20,6,51.800000000000004
7261,YOUNG SINGLES/COUPLES,Premium,14.8,4,2,7.4,2019-05-09,52,2,14.8
7262,YOUNG SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2018-12-22,190,1,7.6
7263,OLDER FAMILIES,Budget,21.3,5,3,7.1000000000000005,2019-04-28,63,3,21.3
7264,MIDAGE SINGLES/COUPLES,Mainstream,39.6,8,4,9.9,2018-11-28,214,4,39.6
7265,MIDAGE SINGLES/COUPLES,Mainstream,3.8,1,1,3.8,2019-01-30,151,1,3.8
7266,YOUNG SINGLES/COUPLES,Mainstream,26.6,6,3,8.866666666666667,2018-12-08,204,3,26.6
7267,RETIREES,Premium,49.8,10,5,9.959999999999999,2019-05-07,54,5,49.8
7268,OLDER SINGLES/COUPLES,Premium,35.6,8,4,8.9,2019-05-26,35,4,35.6
7269,OLDER SINGLES/COUPLES,Mainstream,44.8,10,5,8.959999999999999,2019-05-10,51,5,44.8
7270,OLDER SINGLES/COUPLES,Mainstream,44.2,8,4,11.05,2019-06-18,12,4,44.2
7271,YOUNG SINGLES/COUPLES,Mainstream,19,4,3,6.333333333333333,2019-04-06,85,3,19
7273,YOUNG FAMILIES,Mainstream,25.599999999999998,6,3,8.533333333333333,2018-12-12,200,3,25.599999999999998
7274,YOUNG SINGLES/COUPLES,Mainstream,22.200000000000003,4,2,11.100000000000001,2018-12-08,204,2,22.200000000000003
7275,YOUNG SINGLES/COUPLES,Mainstream,23.8,6,4,5.95,2019-05-14,47,4,23.8
7276,YOUNG SINGLES/COUPLES,Budget,4.4,1,1,4.4,2019-01-09,172,1,4.4
7277,MIDAGE SINGLES/COUPLES,Premium,40.6,10,5,8.120000000000001,2019-06-23,7,5,40.6
7278,RETIREES,Premium,9.2,2,1,9.2,2018-12-03,209,1,9.2
7279,RETIREES,Budget,18.8,4,3,6.266666666666667,2019-02-17,133,3,18.8
7280,YOUNG SINGLES/COUPLES,Budget,7.2,2,1,7.2,2018-08-13,321,1,7.2
7281,YOUNG FAMILIES,Mainstream,46.8,12,6,7.8,2019-06-14,16,6,46.8
7282,OLDER FAMILIES,Premium,66.6,16,8,8.325,2019-06-05,25,8,66.6
7283,YOUNG FAMILIES,Budget,9.2,2,1,9.2,2018-08-24,310,1,9.2
7284,MIDAGE SINGLES/COUPLES,Premium,8.8,2,1,8.8,2018-09-27,276,1,8.8
7285,YOUNG FAMILIES,Budget,29.7,7,4,7.425,2019-06-22,8,4,29.7
7286,YOUNG SINGLES/COUPLES,Mainstream,9.2,2,1,9.2,2019-01-05,176,1,9.2
7287,RETIREES,Premium,17.6,4,2,8.8,2019-04-18,73,2,17.6
7288,RETIREES,Premium,26,6,3,8.666666666666666,2019-06-22,8,3,26
7289,RETIREES,Budget,22.6,5,3,7.533333333333334,2019-05-13,48,3,22.6
7290,MIDAGE SINGLES/COUPLES,Mainstream,31.3,7,4,7.825,2018-11-21,221,4,31.3
7291,YOUNG SINGLES/COUPLES,Mainstream,31.3,7,4,7.825,2019-06-21,9,4,31.3
7292,YOUNG FAMILIES,Mainstream,32.400000000000006,8,4,8.100000000000001,2019-05-31,30,4,32.400000000000006
7293,YOUNG SINGLES/COUPLES,Budget,7.8,2,1,7.8,2019-05-09,52,1,7.8
7294,RETIREES,Mainstream,54.400000000000006,12,6,9.066666666666668,2019-05-23,38,6,54.400000000000006
7295,RETIREES,Mainstream,20.4,5,3,6.8,2018-12-16,196,3,20.4
7296,RETIREES,Premium,39,10,5,7.8,2019-06-20,10,5,39
7297,RETIREES,Budget,8.8,2,1,8.8,2019-03-23,99,1,8.8
7298,OLDER SINGLES/COUPLES,Mainstream,30.400000000000002,7,4,7.6000000000000005,2019-04-23,68,4,30.400000000000002
7299,OLDER SINGLES/COUPLES,Mainstream,27.7,7,4,6.925,2019-04-09,82,4,27.7
7301,OLDER FAMILIES,Budget,61.2,14,7,8.742857142857144,2019-04-20,71,7,61.2
7302,RETIREES,Mainstream,35,8,4,8.75,2018-12-22,190,4,35
7303,RETIREES,Mainstream,37.2,8,4,9.3,2019-06-29,1,4,37.2
7304,RETIREES,Budget,5.4,1,1,5.4,2018-10-19,254,1,5.4
7305,OLDER SINGLES/COUPLES,Budget,7.2,2,1,7.2,2018-10-16,257,1,7.2
7306,MIDAGE SINGLES/COUPLES,Mainstream,47.2,10,5,9.440000000000001,2019-04-19,72,5,47.2
7307,YOUNG SINGLES/COUPLES,Budget,21.4,6,3,7.133333333333333,2018-12-14,198,3,21.4
7308,YOUNG SINGLES/COUPLES,Mainstream,29,8,4,7.25,2019-04-02,89,4,29
7309,NEW FAMILIES,Budget,23.4,6,3,7.8,2019-04-07,84,3,23.4
7310,YOUNG FAMILIES,Premium,21.8,5,3,7.266666666666667,2019-06-20,10,3,21.8
7311,OLDER FAMILIES,Mainstream,30.4,8,4,7.6,2019-04-04,87,4,30.4
7312,OLDER SINGLES/COUPLES,Premium,17.6,4,2,8.8,2019-04-20,71,2,17.6
7313,YOUNG SINGLES/COUPLES,Mainstream,16.6,4,2,8.3,2019-05-22,39,2,16.6
7314,YOUNG SINGLES/COUPLES,Budget,41,10,5,8.2,2019-05-31,30,5,41
7315,YOUNG FAMILIES,Budget,31.799999999999997,8,4,7.949999999999999,2019-02-14,136,4,31.799999999999997
7316,RETIREES,Budget,55.2,12,6,9.200000000000001,2019-03-19,103,6,55.2
7317,YOUNG FAMILIES,Budget,21,4,2,10.5,2019-03-24,98,2,21
7318,OLDER FAMILIES,Premium,22.200000000000003,4,2,11.100000000000001,2019-06-05,25,2,22.200000000000003
7319,RETIREES,Premium,45.599999999999994,10,5,9.12,2019-03-01,121,5,45.599999999999994
7320,MIDAGE SINGLES/COUPLES,Premium,8.4,2,1,8.4,2018-10-29,244,1,8.4
7321,RETIREES,Mainstream,47.6,10,5,9.52,2019-06-07,23,5,47.6
7322,OLDER FAMILIES,Budget,25,6,3,8.333333333333334,2019-03-01,121,3,25
7323,MIDAGE SINGLES/COUPLES,Premium,44.8,10,5,8.959999999999999,2019-06-20,10,5,44.8
7324,NEW FAMILIES,Mainstream,28.400000000000002,6,3,9.466666666666667,2019-06-21,9,3,28.400000000000002
7325,OLDER SINGLES/COUPLES,Mainstream,24.2,6,3,8.066666666666666,2019-01-22,159,3,24.2
7326,RETIREES,Premium,56.6,13,7,8.085714285714285,2019-05-27,34,7,56.6
7327,OLDER SINGLES/COUPLES,Mainstream,15.8,4,2,7.9,2018-12-27,185,2,15.8
7328,YOUNG SINGLES/COUPLES,Budget,7.8,2,1,7.8,2018-09-17,286,1,7.8
7329,YOUNG FAMILIES,Budget,57.8,13,7,8.257142857142856,2019-01-04,177,7,57.8
7330,YOUNG SINGLES/COUPLES,Premium,16.799999999999997,4,2,8.399999999999999,2019-03-20,102,2,16.799999999999997
7331,MIDAGE SINGLES/COUPLES,Mainstream,55.1,13,7,7.871428571428572,2019-06-12,18,7,55.1
7332,YOUNG FAMILIES,Budget,38.2,8,4,9.55,2018-11-27,215,4,38.2
7333,OLDER SINGLES/COUPLES,Premium,36.8,8,4,9.2,2019-05-31,30,4,36.8
7334,YOUNG FAMILIES,Budget,24.6,6,3,8.200000000000001,2019-06-10,20,3,24.6
7335,YOUNG FAMILIES,Premium,40,8,4,10,2019-05-20,41,4,40
7336,NEW FAMILIES,Premium,38.800000000000004,8,4,9.700000000000001,2019-06-05,25,4,38.800000000000004
7337,RETIREES,Mainstream,47.1,11,6,7.8500000000000005,2019-06-19,11,6,47.1
7338,MIDAGE SINGLES/COUPLES,Mainstream,16.4,4,2,8.2,2018-11-22,220,2,16.4
7339,YOUNG FAMILIES,Budget,15.399999999999999,4,2,7.699999999999999,2018-12-20,192,2,15.399999999999999
7340,YOUNG SINGLES/COUPLES,Budget,16.4,4,2,8.2,2018-11-01,241,2,16.4
7341,OLDER SINGLES/COUPLES,Mainstream,33.4,8,4,8.35,2019-03-04,118,4,33.4
7342,OLDER FAMILIES,Budget,85,19,10,8.5,2019-06-06,24,10,85
7343,OLDER SINGLES/COUPLES,Premium,21.4,5,3,7.133333333333333,2019-01-12,169,3,21.4
7344,RETIREES,Premium,34.4,7,4,8.6,2019-06-23,7,4,34.4
7345,OLDER FAMILIES,Premium,53,12,6,8.833333333333334,2019-06-09,21,6,53
7346,YOUNG SINGLES/COUPLES,Budget,71,17,9,7.888888888888889,2019-05-29,32,9,71
7347,MIDAGE SINGLES/COUPLES,Mainstream,17.4,4,2,8.7,2019-03-03,119,2,17.4
7348,MIDAGE SINGLES/COUPLES,Premium,41.1,9,5,8.22,2019-02-07,143,5,41.1
7349,YOUNG FAMILIES,Premium,20.4,5,3,6.8,2019-03-15,107,3,20.4
7350,RETIREES,Premium,36.6,8,4,9.15,2019-06-29,1,4,36.6
7351,NEW FAMILIES,Mainstream,28,6,3,9.333333333333334,2019-05-22,39,3,28
7352,OLDER SINGLES/COUPLES,Premium,41.8,10,5,8.36,2019-04-25,66,5,41.8
7353,RETIREES,Premium,8.8,2,1,8.8,2018-11-27,215,1,8.8
7354,OLDER FAMILIES,Budget,20.6,4,2,10.3,2019-05-19,42,2,20.6
7355,OLDER SINGLES/COUPLES,Mainstream,18.2,5,3,6.066666666666666,2019-06-28,2,3,18.2
7356,RETIREES,Premium,7.6,2,1,7.6,2019-06-25,5,1,7.6
7357,YOUNG SINGLES/COUPLES,Mainstream,26.3,5,3,8.766666666666667,2019-06-07,23,3,26.3
7358,YOUNG FAMILIES,Budget,48,10,5,9.6,2019-02-01,149,5,48
7359,RETIREES,Budget,23.4,6,3,7.8,2018-12-11,201,3,23.4
7360,YOUNG SINGLES/COUPLES,Mainstream,12.399999999999999,3,2,6.199999999999999,2019-04-27,64,2,12.399999999999999
7361,RETIREES,Budget,9.2,2,1,9.2,2018-10-31,242,1,9.2
7363,YOUNG SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2018-11-07,235,1,7.6
7364,MIDAGE SINGLES/COUPLES,Budget,36,8,4,9,2019-03-23,99,4,36
7365,RETIREES,Mainstream,20.6,4,2,10.3,2019-05-01,60,2,20.6
7366,YOUNG SINGLES/COUPLES,Budget,23.4,5,3,7.8,2019-02-01,149,3,23.4
7367,YOUNG FAMILIES,Premium,17.799999999999997,4,2,8.899999999999999,2019-06-27,3,2,17.799999999999997
7368,OLDER FAMILIES,Budget,68.2,14,7,9.742857142857144,2019-06-17,13,7,68.2
7369,RETIREES,Mainstream,18.4,4,2,9.2,2019-03-28,94,2,18.4
7370,OLDER SINGLES/COUPLES,Budget,26.8,6,3,8.933333333333334,2019-02-24,126,3,26.8
7371,OLDER FAMILIES,Premium,7.6,2,1,7.6,2019-04-21,70,1,7.6
7372,OLDER SINGLES/COUPLES,Budget,8.8,2,1,8.8,2019-05-01,60,1,8.8
7373,OLDER SINGLES/COUPLES,Premium,43.4,10,5,8.68,2019-06-10,20,5,43.4
7374,YOUNG SINGLES/COUPLES,Premium,20.5,5,3,6.833333333333333,2019-02-28,122,3,20.5
7375,OLDER SINGLES/COUPLES,Premium,43.1,9,5,8.620000000000001,2019-02-09,141,5,43.1
7376,OLDER FAMILIES,Budget,51.699999999999996,12,7,7.385714285714285,2019-03-28,94,7,51.699999999999996
7377,OLDER FAMILIES,Premium,56.4,13,7,8.057142857142857,2019-06-29,1,7,56.4
7378,OLDER SINGLES/COUPLES,Budget,63.300000000000004,13,7,9.042857142857143,2019-06-01,29,7,63.300000000000004
7379,OLDER SINGLES/COUPLES,Premium,16.6,4,2,8.3,2019-04-09,82,2,16.6
7380,NEW FAMILIES,Mainstream,22.799999999999997,6,3,7.599999999999999,2019-05-01,60,3,22.799999999999997
7381,RETIREES,Premium,29.7,7,3,9.9,2019-05-17,44,3,29.7
7382,YOUNG SINGLES/COUPLES,Premium,12,3,2,6,2018-08-25,309,2,12
7383,YOUNG SINGLES/COUPLES,Budget,29,6,3,9.666666666666666,2019-02-20,130,3,29
8000,RETIREES,Premium,7.4,2,1,7.4,2018-08-28,306,1,7.4
8001,RETIREES,Premium,10.8,2,1,10.8,2019-04-04,87,1,10.8
8003,RETIREES,Mainstream,9.2,2,1,9.2,2018-10-10,263,1,9.2
8005,OLDER SINGLES/COUPLES,Premium,8.8,2,1,8.8,2019-01-09,172,1,8.8
8006,YOUNG SINGLES/COUPLES,Mainstream,9.2,2,1,9.2,2019-04-02,89,1,9.2
8007,MIDAGE SINGLES/COUPLES,Mainstream,19.200000000000003,4,2,9.600000000000001,2018-10-05,268,2,19.200000000000003
8008,RETIREES,Premium,8.4,2,1,8.4,2018-10-26,247,1,8.4
8012,RETIREES,Premium,8.8,2,1,8.8,2019-03-21,101,1,8.8
8013,YOUNG SINGLES/COUPLES,Premium,11.4,2,1,11.4,2018-09-03,300,1,11.4
8014,RETIREES,Mainstream,16.6,4,2,8.3,2019-01-22,159,2,16.6
8015,YOUNG FAMILIES,Mainstream,12,3,2,6,2019-01-02,179,2,12
8016,YOUNG SINGLES/COUPLES,Mainstream,6.6,2,1,6.6,2018-07-14,351,1,6.6
8017,OLDER SINGLES/COUPLES,Premium,23.2,6,3,7.733333333333333,2019-06-13,17,3,23.2
8018,YOUNG SINGLES/COUPLES,Premium,13,2,1,13,2018-07-04,361,1,13
8019,OLDER SINGLES/COUPLES,Premium,7.6,2,1,7.6,2019-05-24,37,1,7.6
8021,YOUNG FAMILIES,Mainstream,18.200000000000003,4,2,9.100000000000001,2019-03-21,101,2,18.200000000000003
8022,YOUNG SINGLES/COUPLES,Mainstream,29.4,6,3,9.799999999999999,2019-04-10,81,3,29.4
8023,OLDER SINGLES/COUPLES,Premium,9.2,2,1,9.2,2018-12-15,197,1,9.2
8024,YOUNG SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2018-12-09,203,1,7.4
8025,RETIREES,Premium,4.6,1,1,4.6,2019-05-18,43,1,4.6
8026,YOUNG SINGLES/COUPLES,Mainstream,28.8,6,3,9.6,2019-04-16,75,3,28.8
8027,OLDER SINGLES/COUPLES,Mainstream,6.6,2,1,6.6,2019-01-23,158,1,6.6
8028,RETIREES,Premium,20,4,2,10,2018-10-03,270,2,20
8030,OLDER SINGLES/COUPLES,Budget,6.6,2,1,6.6,2018-07-05,360,1,6.6
8031,YOUNG SINGLES/COUPLES,Mainstream,11.4,2,1,11.4,2019-04-01,90,1,11.4
8032,MIDAGE SINGLES/COUPLES,Mainstream,18.4,4,2,9.2,2018-12-24,188,2,18.4
8033,MIDAGE SINGLES/COUPLES,Mainstream,8.4,2,1,8.4,2019-06-02,28,1,8.4
8034,RETIREES,Premium,25.599999999999998,6,3,8.533333333333333,2019-03-12,110,3,25.599999999999998
8035,OLDER SINGLES/COUPLES,Premium,11.4,2,1,11.4,2019-02-11,139,1,11.4
8036,YOUNG SINGLES/COUPLES,Mainstream,10.8,2,1,10.8,2018-08-19,315,1,10.8
8037,OLDER FAMILIES,Premium,23.7,5,3,7.8999999999999995,2019-06-26,4,3,23.7
8039,NEW FAMILIES,Budget,20.6,4,2,10.3,2019-03-24,98,2,20.6
8040,YOUNG FAMILIES,Premium,10.8,2,1,10.8,2018-11-28,214,1,10.8
8041,OLDER SINGLES/COUPLES,Budget,15.4,4,2,7.7,2018-12-11,201,2,15.4
8042,OLDER SINGLES/COUPLES,Budget,9.2,2,1,9.2,2018-07-15,350,1,9.2
8043,YOUNG SINGLES/COUPLES,Budget,13.4,3,2,6.7,2019-05-17,44,2,13.4
8044,YOUNG FAMILIES,Mainstream,15.4,4,2,7.7,2019-02-12,138,2,15.4
8045,YOUNG SINGLES/COUPLES,Mainstream,11.4,2,1,11.4,2019-01-22,159,1,11.4
8046,MIDAGE SINGLES/COUPLES,Mainstream,19.6,4,2,9.8,2018-12-09,203,2,19.6
8047,RETIREES,Mainstream,7.2,2,1,7.2,2018-08-05,329,1,7.2
8048,OLDER SINGLES/COUPLES,Budget,23.4,6,3,7.8,2019-03-20,102,3,23.4
8049,YOUNG SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2019-03-31,91,1,7.4
8050,MIDAGE SINGLES/COUPLES,Premium,7.6,2,1,7.6,2018-11-19,223,1,7.6
8051,YOUNG SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2019-05-29,32,1,8.8
8053,YOUNG SINGLES/COUPLES,Mainstream,15.399999999999999,4,2,7.699999999999999,2019-06-29,1,2,15.399999999999999
8054,RETIREES,Budget,9.2,2,1,9.2,2019-03-29,93,1,9.2
8055,YOUNG SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2019-01-11,170,1,7.6
8056,RETIREES,Mainstream,25.8,6,3,8.6,2019-01-29,152,3,25.8
8058,MIDAGE SINGLES/COUPLES,Mainstream,21,5,3,7,2019-05-02,59,3,21
8061,YOUNG FAMILIES,Mainstream,23,6,3,7.666666666666667,2019-03-06,116,3,23
8064,RETIREES,Mainstream,24.4,6,3,8.133333333333333,2019-05-23,38,3,24.4
8066,MIDAGE SINGLES/COUPLES,Premium,11.8,3,2,5.9,2019-05-25,36,2,11.8
8070,YOUNG FAMILIES,Mainstream,10.8,2,1,10.8,2018-09-25,278,1,10.8
8071,NEW FAMILIES,Mainstream,6.6,2,1,6.6,2019-04-15,76,1,6.6
8072,YOUNG SINGLES/COUPLES,Mainstream,17.6,4,2,8.8,2019-05-22,39,2,17.6
8073,OLDER SINGLES/COUPLES,Mainstream,21.4,4,2,10.7,2019-04-17,74,2,21.4
8074,RETIREES,Mainstream,17,4,2,8.5,2018-12-23,189,2,17
8076,YOUNG SINGLES/COUPLES,Mainstream,8.4,2,1,8.4,2018-08-11,323,1,8.4
8077,YOUNG FAMILIES,Premium,10.7,3,2,5.35,2019-02-26,124,2,10.7
8078,YOUNG SINGLES/COUPLES,Mainstream,15.8,4,2,7.9,2019-03-12,110,2,15.8
8079,RETIREES,Premium,7.4,2,1,7.4,2018-09-05,298,1,7.4
8080,RETIREES,Mainstream,15,4,2,7.5,2018-09-08,295,2,15
8081,OLDER FAMILIES,Budget,5.7,1,1,5.7,2019-05-18,43,1,5.7
8083,OLDER FAMILIES,Budget,12.899999999999999,3,2,6.449999999999999,2019-01-01,180,2,12.899999999999999
8084,OLDER SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2019-01-01,180,1,8.8
8085,RETIREES,Mainstream,9.2,2,1,9.2,2019-04-06,85,1,9.2
8086,OLDER SINGLES/COUPLES,Premium,10.8,2,1,10.8,2019-02-26,124,1,10.8
8090,MIDAGE SINGLES/COUPLES,Mainstream,21,4,2,10.5,2019-03-02,120,2,21
8091,YOUNG SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2019-01-23,158,1,7.6
8092,MIDAGE SINGLES/COUPLES,Budget,9.2,2,1,9.2,2018-12-05,207,1,9.2
